Date,Month,Day,Year,WeekDay,Count,Institute,Program,Booking Event Type,financialYear
2/26/13,2,26,2013,Tuesday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/26/13,2,26,2013,Tuesday,6,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
2/26/13,2,26,2013,Tuesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/26/13,2,26,2013,Tuesday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/26/13,2,26,2013,Tuesday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,7,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,5,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,4,Towson University,B.S. in Elementary & Special Education,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, University College",Graduate Programs,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,3,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,3,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,3,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, Baltimore County",M.P.S. in Geographic Information Systems,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,3,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,3,Towson University,B.S. in Elementary & Special Education,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,2,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,3,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,4,"U of MD, College Park",B.A. in Criminology & Criminal Justice,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,6,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,5,Salisbury University,B.S. in Respiratory Therapy,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,3,"U of MD, College Park",B.A. in Communication,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,5,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
2/27/13,2,27,2013,Wednesday,4,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,4,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,4,"U of MD, University College",Undergraduate Programs,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,6,"U of MD, College Park",M. Ed. Certification in Elem. & Sec. Subjects ,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,2,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,2,University of Baltimore,B.S. in Health Systems Management,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,4,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,4,University of Baltimore,B.S. in Health Systems Management,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,3,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,3,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,3,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,3,"U of MD, Baltimore County",M.P.S. in Geographic Information Systems,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,4,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,3,"U of MD, College Park",B.A. in Communication,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,2,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,4,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,3,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,6,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,4,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2013
2/28/13,2,28,2013,Thursday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/1/13,3,1,2013,Friday,4,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2013
3/1/13,3,1,2013,Friday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/1/13,3,1,2013,Friday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/1/13,3,1,2013,Friday,3,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/1/13,3,1,2013,Friday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
3/1/13,3,1,2013,Friday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
3/1/13,3,1,2013,Friday,3,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/1/13,3,1,2013,Friday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/1/13,3,1,2013,Friday,6,"U of MD, University College",All UMUC Programs (Program Staff Use Only),Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,2,"U of MD, University College",Graduate Programs,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,6,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,4,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,3,"U of MD, University College",Graduate Programs,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,2,"U of MD, University College",Undergraduate Programs,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,3,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,3,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,2,University of Baltimore,M.S. in Health Systems Management,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,5,"U of MD, College Park",M.S. in Business & Management (Accounting),Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,2,"U of MD, University College",Graduate Programs,Academic Study Session,FY2013
3/2/13,3,2,2013,Saturday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,5,"U of MD, University College",Graduate Programs,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,4,"U of MD, University College",Graduate Programs,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,5,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,5,"U of MD, College Park",M.S. in Business & Management (Accounting),Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,6,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,4,"U of MD, University College",Graduate Programs,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,2,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,2,"U of MD, University College",Graduate Programs,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,3,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,3,University of Baltimore,B.S. in Health Systems Management,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,3,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,3,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,4,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,6,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,3,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,4,"U of MD, University College",Graduate Programs,Academic Study Session,FY2013
3/3/13,3,3,2013,Sunday,4,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,5,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,5,"U of MD, Baltimore County",B.A. in History,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,6,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,4,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,4,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,3,"U of MD, College Park",Master of Business Administration (MBA),Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Class,FY2013
3/4/13,3,4,2013,Monday,3,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,4,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,3,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,3,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,4,Towson University,B.S. in Elementary & Special Education,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,3,"U of MD, Baltimore County",M.P.S. in Geographic Information Systems,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,2,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,7,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,7,"U of MD, College Park",B.A. in Communication,Academic Study Session,FY2013
3/4/13,3,4,2013,Monday,6,"U of MD, College Park",B.A. in Communication,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,2,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,5,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,2,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,4,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,2,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,4,"U of MD, College Park",B.A. in Communication,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, College Park",M.S. in Business & Management (Accounting),Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,2,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,2,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,5,"U of MD, College Park",M.S. in Business & Management (Accounting),Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,3,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
3/5/13,3,5,2013,Tuesday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/6/13,3,6,2013,Wednesday,4,"U of MD, College Park",B.A. in Criminology & Criminal Justice,Academic Study Session,FY2013
3/6/13,3,6,2013,Wednesday,2,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/6/13,3,6,2013,Wednesday,3,"U of MD, Baltimore County",M.P.S. in Industrial Organizational Psychology,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,3,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,3,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,5,"U of MD, University College",Undergraduate Programs,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,5,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,4,"U of MD, College Park",B.A. in Communication,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,4,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,4,"U of MD, College Park",M.S. in Business & Management (Accounting),Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,4,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,3,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,6,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,University of Baltimore,B.S. in Health Systems Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, Baltimore",PharmD in Pharmacy,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,6,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/7/13,3,7,2013,Thursday,2,"U of MD, College Park",B.S. in Public Health,Academic Study Session,FY2013
3/8/13,3,8,2013,Friday,5,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2013
3/8/13,3,8,2013,Friday,3,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/8/13,3,8,2013,Friday,6,USG Internal,Business Office,Academic Study Session,FY2013
3/8/13,3,8,2013,Friday,2,"U of MD, Baltimore County",B.A. in Psychology,Academic Study Session,FY2013
3/8/13,3,8,2013,Friday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/8/13,3,8,2013,Friday,2,"U of MD, College Park",B.S. in Business Management,Academic Study Session,FY2013
3/8/13,3,8,2013,Friday,3,"U of MD, Baltimore",B.S. in Nursing ,Academic Study Session,FY2013
3/8/13,3,8,2013,Friday,2,"U of MD, Baltimore County",B.A. in Social Work,Academic Study Session,FY2013
3/8/13,3,8,2013,Friday,3,"U of MD, Baltimore County",B.A. in History,Academic Study Session,FY2013
3/8/13,3,8,2013,Friday,3,"U of MD, College Park",B.S. in Biological Sciences,Academic Study Session,FY2013
3/8/13,3,8,2013,Friday,6,"U of MD, Baltimore County",B.A. in Political Science,Academic Study Session,FY2013
3/8/13,3,8,2013,Friday,5,"U of MD, University College",All UMUC Programs (Program Staff Use Only),Academic Study Session,FY2013
