Date,Month,Day,Year,Pid,Slotid,Count
4/20/15,4,20,2015,2,15,10
4/20/15,4,20,2015,4,15,10
4/20/15,4,20,2015,5,15,3
4/21/15,4,21,2015,1,15,13
4/21/15,4,21,2015,2,15,14
4/21/15,4,21,2015,4,15,18
4/21/15,4,21,2015,5,15,2
4/22/15,4,22,2015,1,15,22
4/22/15,4,22,2015,2,15,11
4/22/15,4,22,2015,4,15,9
4/22/15,4,22,2015,5,15,1
4/23/15,4,23,2015,1,15,20
4/23/15,4,23,2015,2,15,10
4/23/15,4,23,2015,4,15,4
4/23/15,4,23,2015,5,15,1
4/26/15,4,26,2015,1,15,16
4/26/15,4,26,2015,2,15,14
4/26/15,4,26,2015,4,15,11
4/27/15,4,27,2015,1,15,23
4/27/15,4,27,2015,2,15,16
4/27/15,4,27,2015,4,15,14
4/27/15,4,27,2015,5,15,2
4/28/15,4,28,2015,1,15,26
4/28/15,4,28,2015,2,15,9
4/28/15,4,28,2015,4,15,19
4/28/15,4,28,2015,5,15,2
4/29/15,4,29,2015,1,15,26
4/29/15,4,29,2015,2,15,10
4/29/15,4,29,2015,4,15,12
4/29/15,4,29,2015,5,15,4
4/30/15,4,30,2015,1,15,14
4/30/15,4,30,2015,2,15,11
4/30/15,4,30,2015,4,15,6
4/30/15,4,30,2015,5,15,3
5/3/15,5,3,2015,1,15,12
5/3/15,5,3,2015,2,15,12
5/3/15,5,3,2015,4,15,15
5/3/15,5,3,2015,5,15,1
5/4/15,5,4,2015,1,15,27
5/4/15,5,4,2015,2,15,14
5/4/15,5,4,2015,4,15,20
5/4/15,5,4,2015,5,15,2
5/5/15,5,5,2015,1,15,24
5/5/15,5,5,2015,2,15,10
5/5/15,5,5,2015,4,15,21
5/5/15,5,5,2015,5,15,1
5/6/15,5,6,2015,1,15,22
5/6/15,5,6,2015,2,15,12
5/6/15,5,6,2015,4,15,20
5/7/15,5,7,2015,1,15,17
5/7/15,5,7,2015,2,15,16
5/7/15,5,7,2015,4,15,23
5/7/15,5,7,2015,5,15,1
5/8/15,5,8,2015,1,15,15
5/8/15,5,8,2015,2,15,5
5/8/15,5,8,2015,4,15,6
5/8/15,5,8,2015,5,15,1
5/9/15,5,9,2015,1,15,12
5/9/15,5,9,2015,2,15,6
5/9/15,5,9,2015,4,15,10
5/10/15,5,10,2015,1,15,33
5/10/15,5,10,2015,2,15,8
5/10/15,5,10,2015,4,15,16
5/11/15,5,11,2015,1,15,29
5/11/15,5,11,2015,2,15,8
5/11/15,5,11,2015,4,15,18
5/11/15,5,11,2015,5,15,2
5/12/15,5,12,2015,1,15,27
5/12/15,5,12,2015,2,15,11
5/12/15,5,12,2015,4,15,19
5/12/15,5,12,2015,5,15,1
5/13/15,5,13,2015,1,15,30
5/13/15,5,13,2015,2,15,8
5/13/15,5,13,2015,4,15,17
5/13/15,5,13,2015,5,15,1
5/14/15,5,14,2015,1,15,5
5/14/15,5,14,2015,2,15,6
5/14/15,5,14,2015,4,15,10
5/14/15,5,14,2015,5,15,1
5/15/15,5,15,2015,1,15,7
5/15/15,5,15,2015,2,15,10
5/15/15,5,15,2015,4,15,1
5/15/15,5,15,2015,5,15,2
5/18/15,5,18,2015,1,15,13
5/18/15,5,18,2015,2,15,8
5/18/15,5,18,2015,4,15,11
5/20/15,5,20,2015,1,15,4
5/20/15,5,20,2015,2,15,2
5/20/15,5,20,2015,4,15,1
9/4/15,9,4,2015,1,15,4
9/4/15,9,4,2015,2,15,1
9/4/15,9,4,2015,4,15,3
9/13/15,9,13,2015,1,15,14
9/13/15,9,13,2015,2,15,3
9/13/15,9,13,2015,4,15,4
9/13/15,9,13,2015,5,15,5
9/14/15,9,14,2015,1,15,18
9/14/15,9,14,2015,2,15,7
9/14/15,9,14,2015,4,15,6
9/14/15,9,14,2015,5,15,2
9/15/15,9,15,2015,1,15,10
9/15/15,9,15,2015,2,15,5
9/15/15,9,15,2015,4,15,5
9/15/15,9,15,2015,5,15,3
9/16/15,9,16,2015,1,15,17
9/16/15,9,16,2015,2,15,3
9/16/15,9,16,2015,4,15,5
9/17/15,9,17,2015,2,15,5
9/17/15,9,17,2015,4,15,3
9/17/15,9,17,2015,5,15,4
9/17/15,9,17,2015,1,15,16
9/20/15,9,20,2015,1,15,5
9/20/15,9,20,2015,2,15,11
9/20/15,9,20,2015,4,15,3
9/20/15,9,20,2015,5,15,2
9/21/15,9,21,2015,1,15,10
9/21/15,9,21,2015,2,15,9
9/21/15,9,21,2015,4,15,5
9/21/15,9,21,2015,5,15,1
9/22/15,9,22,2015,1,15,10
9/22/15,9,22,2015,2,15,10
9/22/15,9,22,2015,4,15,4
9/23/15,9,23,2015,1,15,32
9/23/15,9,23,2015,2,15,7
9/23/15,9,23,2015,4,15,12
9/23/15,9,23,2015,5,15,1
9/24/15,9,24,2015,1,15,21
9/24/15,9,24,2015,2,15,14
9/24/15,9,24,2015,4,15,6
9/24/15,9,24,2015,5,15,4
9/27/15,9,27,2015,1,15,10
9/27/15,9,27,2015,2,15,6
9/27/15,9,27,2015,4,15,14
9/27/15,9,27,2015,5,15,2
9/28/15,9,28,2015,1,15,17
9/28/15,9,28,2015,2,15,10
9/28/15,9,28,2015,4,15,19
9/29/15,9,29,2015,1,15,22
9/29/15,9,29,2015,2,15,14
9/29/15,9,29,2015,4,15,14
9/30/15,9,30,2015,1,15,29
9/30/15,9,30,2015,2,15,13
9/30/15,9,30,2015,4,15,20
9/30/15,9,30,2015,5,15,5
10/1/15,10,1,2015,1,15,30
10/1/15,10,1,2015,2,15,10
10/1/15,10,1,2015,4,15,5
10/1/15,10,1,2015,5,15,3
10/4/15,10,4,2015,1,15,17
10/4/15,10,4,2015,2,15,11
10/4/15,10,4,2015,4,15,11
10/4/15,10,4,2015,5,15,2
10/5/15,10,5,2015,1,15,32
10/5/15,10,5,2015,2,15,14
10/5/15,10,5,2015,4,15,15
10/5/15,10,5,2015,5,15,1
10/6/15,10,6,2015,1,15,22
10/6/15,10,6,2015,2,15,10
10/6/15,10,6,2015,4,15,9
10/7/15,10,7,2015,1,15,23
10/7/15,10,7,2015,2,15,15
10/7/15,10,7,2015,4,15,13
10/7/15,10,7,2015,5,15,5
10/8/15,10,8,2015,1,15,21
10/8/15,10,8,2015,2,15,8
10/8/15,10,8,2015,4,15,7
10/8/15,10,8,2015,5,15,1
10/11/15,10,11,2015,1,15,23
10/11/15,10,11,2015,2,15,15
10/11/15,10,11,2015,4,15,12
10/12/15,10,12,2015,1,15,24
10/12/15,10,12,2015,2,15,7
10/12/15,10,12,2015,4,15,10
10/12/15,10,12,2015,5,15,1
10/13/15,10,13,2015,1,15,27
10/13/15,10,13,2015,2,15,14
10/13/15,10,13,2015,4,15,15
10/13/15,10,13,2015,5,15,1
10/14/15,10,14,2015,1,15,23
10/14/15,10,14,2015,2,15,13
10/14/15,10,14,2015,4,15,20
10/14/15,10,14,2015,5,15,2
10/15/15,10,15,2015,1,15,22
10/15/15,10,15,2015,2,15,8
10/15/15,10,15,2015,4,15,11
10/15/15,10,15,2015,5,15,1
10/18/15,10,18,2015,1,15,23
10/18/15,10,18,2015,2,15,12
10/18/15,10,18,2015,4,15,13
10/18/15,10,18,2015,5,15,3
10/19/15,10,19,2015,1,15,36
10/19/15,10,19,2015,2,15,18
10/19/15,10,19,2015,4,15,17
10/19/15,10,19,2015,5,15,1
10/20/15,10,20,2015,1,15,26
10/20/15,10,20,2015,2,15,18
10/20/15,10,20,2015,4,15,15
10/21/15,10,21,2015,1,15,26
10/21/15,10,21,2015,2,15,11
10/21/15,10,21,2015,4,15,14
10/22/15,10,22,2015,1,15,24
10/22/15,10,22,2015,2,15,14
10/22/15,10,22,2015,4,15,12
10/22/15,10,22,2015,5,15,2
10/23/15,10,23,2015,4,15,11
10/25/15,10,25,2015,1,15,20
10/25/15,10,25,2015,2,15,9
10/25/15,10,25,2015,4,15,20
10/26/15,10,26,2015,1,15,31
10/26/15,10,26,2015,2,15,15
10/26/15,10,26,2015,4,15,9
10/27/15,10,27,2015,1,15,31
10/27/15,10,27,2015,2,15,18
10/27/15,10,27,2015,4,15,16
10/27/15,10,27,2015,5,15,2
10/28/15,10,28,2015,1,15,34
10/28/15,10,28,2015,2,15,12
10/28/15,10,28,2015,4,15,15
10/28/15,10,28,2015,5,15,2
10/29/15,10,29,2015,1,15,24
10/29/15,10,29,2015,2,15,11
10/29/15,10,29,2015,4,15,13
10/29/15,10,29,2015,5,15,2
11/1/15,11,1,2015,1,15,12
11/1/15,11,1,2015,2,15,4
11/1/15,11,1,2015,4,15,15
11/1/15,11,1,2015,5,15,2
11/2/15,11,2,2015,1,15,27
11/2/15,11,2,2015,2,15,7
11/2/15,11,2,2015,4,15,21
11/2/15,11,2,2015,5,15,1
11/3/15,11,3,2015,1,15,24
11/3/15,11,3,2015,2,15,8
11/3/15,11,3,2015,4,15,15
11/4/15,11,4,2015,1,15,16
11/4/15,11,4,2015,2,15,14
11/4/15,11,4,2015,4,15,30
11/4/15,11,4,2015,5,15,2
11/5/15,11,5,2015,1,15,26
11/5/15,11,5,2015,2,15,19
11/5/15,11,5,2015,4,15,18
11/5/15,11,5,2015,5,15,1
11/6/15,11,6,2015,4,15,4
11/8/15,11,8,2015,1,15,15
11/8/15,11,8,2015,2,15,6
11/8/15,11,8,2015,4,15,9
11/8/15,11,8,2015,5,15,2
11/9/15,11,9,2015,1,15,27
11/9/15,11,9,2015,2,15,15
11/9/15,11,9,2015,4,15,22
11/9/15,11,9,2015,5,15,1
11/10/15,11,10,2015,1,15,18
11/10/15,11,10,2015,2,15,10
11/10/15,11,10,2015,4,15,7
11/10/15,11,10,2015,5,15,3
11/11/15,11,11,2015,1,15,12
11/11/15,11,11,2015,2,15,11
11/11/15,11,11,2015,4,15,15
11/11/15,11,11,2015,5,15,3
11/12/15,11,12,2015,1,15,26
11/12/15,11,12,2015,2,15,7
11/12/15,11,12,2015,4,15,11
11/12/15,11,12,2015,5,15,2
11/15/15,11,15,2015,1,15,35
11/15/15,11,15,2015,2,15,14
11/15/15,11,15,2015,4,15,16
11/15/15,11,15,2015,5,15,1
11/16/15,11,16,2015,1,15,36
11/16/15,11,16,2015,2,15,15
11/16/15,11,16,2015,4,15,17
11/16/15,11,16,2015,5,15,1
11/17/15,11,17,2015,1,15,28
11/17/15,11,17,2015,2,15,9
11/17/15,11,17,2015,4,15,12
11/17/15,11,17,2015,5,15,2
11/18/15,11,18,2015,1,15,10
11/18/15,11,18,2015,2,15,12
11/18/15,11,18,2015,4,15,9
11/19/15,11,19,2015,1,15,20
11/19/15,11,19,2015,2,15,12
11/19/15,11,19,2015,4,15,6
11/19/15,11,19,2015,5,15,1
11/22/15,11,22,2015,1,15,30
11/22/15,11,22,2015,2,15,20
11/22/15,11,22,2015,4,15,6
11/22/15,11,22,2015,5,15,1
11/23/15,11,23,2015,1,15,22
11/23/15,11,23,2015,2,15,12
11/23/15,11,23,2015,4,15,5
11/23/15,11,23,2015,5,15,1
11/24/15,11,24,2015,1,15,11
11/24/15,11,24,2015,2,15,5
11/24/15,11,24,2015,4,15,3
11/24/15,11,24,2015,5,15,1
11/29/15,11,29,2015,1,15,12
11/29/15,11,29,2015,2,15,15
11/29/15,11,29,2015,4,15,13
11/29/15,11,29,2015,5,15,3
11/30/15,11,30,2015,1,15,14
11/30/15,11,30,2015,2,15,12
11/30/15,11,30,2015,4,15,17
11/30/15,11,30,2015,5,15,5
12/1/15,12,1,2015,1,15,21
12/1/15,12,1,2015,2,15,16
12/1/15,12,1,2015,4,15,17
12/1/15,12,1,2015,5,15,2
12/2/15,12,2,2015,1,15,32
12/2/15,12,2,2015,2,15,8
12/2/15,12,2,2015,4,15,17
12/2/15,12,2,2015,5,15,6
12/3/15,12,3,2015,1,15,13
12/3/15,12,3,2015,2,15,6
12/3/15,12,3,2015,4,15,12
12/5/15,12,5,2015,1,15,12
12/5/15,12,5,2015,2,15,5
12/5/15,12,5,2015,4,15,9
12/5/15,12,5,2015,5,15,1
12/6/15,12,6,2015,1,15,30
12/6/15,12,6,2015,2,15,5
12/6/15,12,6,2015,4,15,9
12/6/15,12,6,2015,5,15,2
12/7/15,12,7,2015,1,15,24
12/7/15,12,7,2015,2,15,13
12/7/15,12,7,2015,4,15,15
12/4/15,12,4,2015,1,15,12
12/4/15,12,4,2015,4,15,4
12/4/15,12,4,2015,5,15,3
12/8/15,12,8,2015,1,15,24
12/8/15,12,8,2015,2,15,14
12/8/15,12,8,2015,4,15,17
12/9/15,12,9,2015,1,15,28
12/9/15,12,9,2015,2,15,14
12/9/15,12,9,2015,4,15,29
12/9/15,12,9,2015,5,15,1
12/10/15,12,10,2015,1,15,16
12/10/15,12,10,2015,2,15,10
12/10/15,12,10,2015,4,15,22
12/10/15,12,10,2015,5,15,1
12/11/15,12,11,2015,1,15,19
12/11/15,12,11,2015,2,15,4
12/11/15,12,11,2015,4,15,11
12/11/15,12,11,2015,5,15,3
12/12/15,12,12,2015,1,15,8
12/12/15,12,12,2015,2,15,8
12/12/15,12,12,2015,4,15,25
12/12/15,12,12,2015,5,15,2
12/13/15,12,13,2015,1,15,25
12/13/15,12,13,2015,2,15,8
12/13/15,12,13,2015,4,15,25
12/13/15,12,13,2015,5,15,1
12/14/15,12,14,2015,1,15,16
12/14/15,12,14,2015,2,15,8
12/14/15,12,14,2015,4,15,15
12/14/15,12,14,2015,5,15,1
12/15/15,12,15,2015,1,15,25
12/15/15,12,15,2015,2,15,15
12/15/15,12,15,2015,4,15,9
12/15/15,12,15,2015,5,15,1
12/16/15,12,16,2015,1,15,18
12/16/15,12,16,2015,2,15,7
12/16/15,12,16,2015,4,15,12
12/16/15,12,16,2015,5,15,2
12/17/15,12,17,2015,1,15,9
12/17/15,12,17,2015,2,15,6
12/17/15,12,17,2015,4,15,10
12/17/15,12,17,2015,5,15,1
2/4/16,2,4,2016,4,15,2
2/7/16,2,7,2016,1,15,8
2/7/16,2,7,2016,2,15,4
2/7/16,2,7,2016,4,15,7
2/9/16,2,9,2016,1,15,6
2/9/16,2,9,2016,2,15,2
2/9/16,2,9,2016,4,15,9
2/10/16,2,10,2016,1,15,4
2/10/16,2,10,2016,2,15,2
2/10/16,2,10,2016,4,15,12
2/11/16,2,11,2016,1,15,10
2/11/16,2,11,2016,2,15,7
2/11/16,2,11,2016,4,15,13
2/14/16,2,14,2016,1,15,9
2/14/16,2,14,2016,2,15,2
2/14/16,2,14,2016,4,15,5
2/16/16,2,16,2016,1,15,27
2/16/16,2,16,2016,4,15,9
2/17/16,2,17,2016,1,15,9
2/17/16,2,17,2016,2,15,5
2/17/16,2,17,2016,4,15,16
2/17/16,2,17,2016,6,15,1
2/18/16,2,18,2016,1,15,14
2/18/16,2,18,2016,2,15,7
2/18/16,2,18,2016,4,15,5
2/18/16,2,18,2016,5,15,2
2/21/16,2,21,2016,1,15,7
2/21/16,2,21,2016,2,15,4
2/21/16,2,21,2016,4,15,11
2/21/16,2,21,2016,5,15,1
2/22/16,2,22,2016,1,15,10
2/22/16,2,22,2016,2,15,8
2/22/16,2,22,2016,4,15,12
2/22/16,2,22,2016,5,15,2
2/23/16,2,23,2016,1,15,5
2/23/16,2,23,2016,2,15,9
2/23/16,2,23,2016,4,15,5
2/24/16,2,24,2016,1,15,5
2/24/16,2,24,2016,2,15,8
2/24/16,2,24,2016,4,15,3
2/25/16,2,25,2016,1,15,17
2/25/16,2,25,2016,2,15,10
2/25/16,2,25,2016,4,15,12
12/5/11,12,5,2011,1,16,15
12/5/11,12,5,2011,2,16,4
12/12/11,12,12,2011,1,16,14
12/12/11,12,12,2011,2,16,5
12/13/11,12,13,2011,1,16,14
12/13/11,12,13,2011,2,16,1
12/14/11,12,14,2011,1,16,28
12/14/11,12,14,2011,2,16,4
12/15/11,12,15,2011,1,16,3
12/15/11,12,15,2011,2,16,8
2/5/12,2,5,2012,1,16,2
2/5/12,2,5,2012,2,16,3
2/6/12,2,6,2012,2,16,1
2/7/12,2,7,2012,1,16,3
2/7/12,2,7,2012,2,16,2
2/8/12,2,8,2012,1,16,10
2/8/12,2,8,2012,2,16,4
2/8/12,2,8,2012,5,16,4
2/9/12,2,9,2012,1,16,8
2/9/12,2,9,2012,2,16,3
2/12/12,2,12,2012,1,16,7
2/12/12,2,12,2012,2,16,2
2/13/12,2,13,2012,5,16,1
2/13/12,2,13,2012,1,16,10
2/13/12,2,13,2012,2,16,4
2/14/12,2,14,2012,1,16,6
2/14/12,2,14,2012,2,16,3
2/15/12,2,15,2012,1,16,14
2/15/12,2,15,2012,2,16,5
2/16/12,2,16,2012,1,16,11
2/16/12,2,16,2012,2,16,3
2/19/12,2,19,2012,1,16,13
2/19/12,2,19,2012,2,16,4
2/20/12,2,20,2012,1,16,14
2/20/12,2,20,2012,2,16,6
2/20/12,2,20,2012,5,16,1
2/21/12,2,21,2012,1,16,29
2/21/12,2,21,2012,2,16,7
2/21/12,2,21,2012,5,16,2
2/22/12,2,22,2012,1,16,21
2/22/12,2,22,2012,2,16,4
2/23/12,2,23,2012,1,16,13
2/23/12,2,23,2012,2,16,1
2/26/12,2,26,2012,1,16,15
2/26/12,2,26,2012,2,16,3
2/27/12,2,27,2012,1,16,20
2/27/12,2,27,2012,2,16,6
2/28/12,2,28,2012,1,16,13
2/28/12,2,28,2012,2,16,4
2/29/12,2,29,2012,1,16,13
2/29/12,2,29,2012,2,16,1
2/29/12,2,29,2012,5,16,2
3/1/12,3,1,2012,1,16,14
3/1/12,3,1,2012,2,16,3
3/4/12,3,4,2012,1,16,20
3/4/12,3,4,2012,2,16,7
3/4/12,3,4,2012,5,16,1
3/5/12,3,5,2012,1,16,15
3/5/12,3,5,2012,2,16,7
3/6/12,3,6,2012,1,16,12
3/6/12,3,6,2012,2,16,6
3/7/12,3,7,2012,1,16,22
3/7/12,3,7,2012,2,16,7
3/7/12,3,7,2012,5,16,1
3/8/12,3,8,2012,1,16,17
3/8/12,3,8,2012,2,16,8
3/8/12,3,8,2012,5,16,1
3/11/12,3,11,2012,1,16,20
3/11/12,3,11,2012,2,16,5
12/3/09,12,3,2009,1,16,8
12/3/09,12,3,2009,2,16,1
3/12/12,3,12,2012,1,16,24
3/12/12,3,12,2012,2,16,7
3/13/12,3,13,2012,1,16,22
3/13/12,3,13,2012,2,16,9
3/13/12,3,13,2012,5,16,1
3/14/12,3,14,2012,1,16,21
3/14/12,3,14,2012,2,16,6
3/15/12,3,15,2012,1,16,6
3/15/12,3,15,2012,2,16,1
3/18/12,3,18,2012,1,16,7
3/18/12,3,18,2012,2,16,3
3/19/12,3,19,2012,1,16,8
3/20/12,3,20,2012,1,16,6
3/20/12,3,20,2012,2,16,4
3/21/12,3,21,2012,1,16,8
3/21/12,3,21,2012,2,16,3
3/21/12,3,21,2012,5,16,1
3/22/12,3,22,2012,1,16,8
3/22/12,3,22,2012,2,16,8
3/25/12,3,25,2012,1,16,17
3/25/12,3,25,2012,2,16,8
3/25/12,3,25,2012,5,16,1
3/26/12,3,26,2012,1,16,14
3/26/12,3,26,2012,2,16,10
3/27/12,3,27,2012,1,16,29
3/27/12,3,27,2012,2,16,13
3/28/12,3,28,2012,1,16,16
3/28/12,3,28,2012,2,16,3
3/28/12,3,28,2012,5,16,1
12/6/11,12,6,2011,1,16,19
12/6/11,12,6,2011,2,16,4
12/6/11,12,6,2011,5,16,1
12/7/11,12,7,2011,1,16,14
12/7/11,12,7,2011,2,16,4
12/7/11,12,7,2011,5,16,1
12/8/11,12,8,2011,1,16,14
12/8/11,12,8,2011,2,16,3
12/8/11,12,8,2011,5,16,1
3/29/12,3,29,2012,1,16,9
3/29/12,3,29,2012,2,16,2
4/1/12,4,1,2012,1,16,10
4/1/12,4,1,2012,2,16,4
4/1/12,4,1,2012,5,16,1
4/2/12,4,2,2012,1,16,9
4/2/12,4,2,2012,2,16,4
4/2/12,4,2,2012,5,16,1
4/3/12,4,3,2012,1,16,17
4/3/12,4,3,2012,2,16,3
4/4/12,4,4,2012,1,16,17
4/4/12,4,4,2012,2,16,5
4/5/12,4,5,2012,1,16,16
4/5/12,4,5,2012,2,16,8
4/5/12,4,5,2012,5,16,1
4/8/12,4,8,2012,5,16,3
4/8/12,4,8,2012,1,16,9
4/8/12,4,8,2012,2,16,4
4/9/12,4,9,2012,1,16,19
4/9/12,4,9,2012,2,16,4
4/9/12,4,9,2012,5,16,3
4/10/12,4,10,2012,1,16,25
4/10/12,4,10,2012,2,16,8
4/10/12,4,10,2012,5,16,1
4/11/12,4,11,2012,1,16,17
4/11/12,4,11,2012,2,16,4
4/12/12,4,12,2012,1,16,16
4/12/12,4,12,2012,2,16,6
4/15/12,4,15,2012,1,16,18
4/15/12,4,15,2012,2,16,7
4/15/12,4,15,2012,5,16,1
4/16/12,4,16,2012,1,16,17
4/16/12,4,16,2012,2,16,7
4/17/12,4,17,2012,1,16,14
4/17/12,4,17,2012,2,16,5
4/17/12,4,17,2012,5,16,1
4/18/12,4,18,2012,1,16,22
4/18/12,4,18,2012,2,16,7
4/18/12,4,18,2012,5,16,1
4/19/12,4,19,2012,1,16,14
4/19/12,4,19,2012,2,16,8
4/19/12,4,19,2012,5,16,2
4/22/12,4,22,2012,1,16,15
4/22/12,4,22,2012,2,16,2
4/22/12,4,22,2012,5,16,1
4/23/12,4,23,2012,1,16,20
4/23/12,4,23,2012,2,16,7
4/23/12,4,23,2012,5,16,2
4/24/12,4,24,2012,1,16,20
4/24/12,4,24,2012,2,16,11
4/24/12,4,24,2012,5,16,2
4/25/12,4,25,2012,1,16,22
4/25/12,4,25,2012,2,16,5
4/25/12,4,25,2012,5,16,1
4/26/12,4,26,2012,1,16,4
4/26/12,4,26,2012,2,16,6
4/26/12,4,26,2012,5,16,2
4/29/12,4,29,2012,1,16,14
4/29/12,4,29,2012,2,16,10
4/29/12,4,29,2012,5,16,1
4/30/12,4,30,2012,1,16,26
4/30/12,4,30,2012,2,16,6
5/1/12,5,1,2012,1,16,10
5/1/12,5,1,2012,2,16,9
5/2/12,5,2,2012,1,16,32
5/2/12,5,2,2012,2,16,5
5/2/12,5,2,2012,5,16,1
5/3/12,5,3,2012,1,16,28
5/3/12,5,3,2012,2,16,11
5/3/12,5,3,2012,5,16,1
5/6/12,5,6,2012,1,16,29
5/6/12,5,6,2012,2,16,7
5/6/12,5,6,2012,5,16,1
5/7/12,5,7,2012,1,16,33
5/7/12,5,7,2012,2,16,8
5/7/12,5,7,2012,5,16,3
5/8/12,5,8,2012,1,16,36
5/8/12,5,8,2012,2,16,4
5/9/12,5,9,2012,1,16,34
5/9/12,5,9,2012,2,16,5
5/9/12,5,9,2012,5,16,2
5/10/12,5,10,2012,1,16,24
5/10/12,5,10,2012,2,16,6
5/13/12,5,13,2012,1,16,26
5/13/12,5,13,2012,2,16,5
5/13/12,5,13,2012,5,16,1
5/14/12,5,14,2012,1,16,34
5/14/12,5,14,2012,2,16,9
5/14/12,5,14,2012,5,16,3
5/15/12,5,15,2012,1,16,19
5/15/12,5,15,2012,2,16,8
5/15/12,5,15,2012,5,16,1
5/16/12,5,16,2012,1,16,31
5/16/12,5,16,2012,2,16,6
5/16/12,5,16,2012,5,16,4
5/17/12,5,17,2012,1,16,13
5/17/12,5,17,2012,2,16,3
5/17/12,5,17,2012,5,16,1
5/20/12,5,20,2012,1,16,3
5/20/12,5,20,2012,2,16,1
5/20/12,5,20,2012,5,16,1
5/21/12,5,21,2012,1,16,4
5/21/12,5,21,2012,2,16,4
5/21/12,5,21,2012,5,16,1
5/22/12,5,22,2012,1,16,3
5/22/12,5,22,2012,2,16,2
5/22/12,5,22,2012,5,16,2
5/23/12,5,23,2012,1,16,3
5/23/12,5,23,2012,2,16,3
5/24/12,5,24,2012,1,16,2
5/24/12,5,24,2012,2,16,4
5/24/12,5,24,2012,5,16,1
9/4/12,9,4,2012,1,16,1
9/4/12,9,4,2012,2,16,1
9/4/12,9,4,2012,4,16,1
9/5/12,9,5,2012,1,16,2
9/5/12,9,5,2012,2,16,3
9/6/12,9,6,2012,1,16,3
9/6/12,9,6,2012,2,16,1
9/9/12,9,9,2012,1,16,3
9/9/12,9,9,2012,2,16,5
9/9/12,9,9,2012,4,16,1
9/10/12,9,10,2012,1,16,3
9/10/12,9,10,2012,2,16,6
9/10/12,9,10,2012,4,16,1
9/11/12,9,11,2012,1,16,5
9/11/12,9,11,2012,2,16,3
9/11/12,9,11,2012,4,16,4
9/11/12,9,11,2012,5,16,1
9/12/12,9,12,2012,1,16,10
9/12/12,9,12,2012,2,16,7
9/12/12,9,12,2012,4,16,2
9/13/12,9,13,2012,1,16,1
9/13/12,9,13,2012,2,16,5
9/13/12,9,13,2012,4,16,1
9/16/12,9,16,2012,1,16,6
9/16/12,9,16,2012,2,16,5
9/16/12,9,16,2012,4,16,2
9/17/12,9,17,2012,1,16,6
9/17/12,9,17,2012,2,16,6
9/17/12,9,17,2012,4,16,5
9/18/12,9,18,2012,1,16,7
9/18/12,9,18,2012,2,16,6
9/18/12,9,18,2012,4,16,2
9/18/12,9,18,2012,5,16,1
9/19/12,9,19,2012,1,16,8
9/19/12,9,19,2012,2,16,11
9/19/12,9,19,2012,4,16,10
9/20/12,9,20,2012,1,16,5
9/20/12,9,20,2012,2,16,4
9/20/12,9,20,2012,4,16,4
9/23/12,9,23,2012,1,16,4
9/23/12,9,23,2012,2,16,8
9/23/12,9,23,2012,4,16,5
9/23/12,9,23,2012,5,16,1
9/24/12,9,24,2012,1,16,10
9/24/12,9,24,2012,2,16,7
9/24/12,9,24,2012,4,16,9
9/24/12,9,24,2012,5,16,2
9/25/12,9,25,2012,1,16,6
9/25/12,9,25,2012,2,16,7
9/25/12,9,25,2012,4,16,4
9/25/12,9,25,2012,5,16,2
9/26/12,9,26,2012,1,16,17
9/26/12,9,26,2012,2,16,8
9/26/12,9,26,2012,4,16,11
9/26/12,9,26,2012,5,16,3
9/27/12,9,27,2012,4,16,5
9/27/12,9,27,2012,1,16,5
9/27/12,9,27,2012,2,16,5
9/27/12,9,27,2012,5,16,2
9/30/12,9,30,2012,1,16,7
9/30/12,9,30,2012,2,16,3
9/30/12,9,30,2012,4,16,4
9/30/12,9,30,2012,5,16,2
10/1/12,10,1,2012,1,16,9
10/1/12,10,1,2012,2,16,5
10/1/12,10,1,2012,4,16,9
10/1/12,10,1,2012,5,16,2
10/2/12,10,2,2012,1,16,9
10/2/12,10,2,2012,2,16,7
10/2/12,10,2,2012,4,16,8
10/2/12,10,2,2012,5,16,2
10/3/12,10,3,2012,1,16,15
10/3/12,10,3,2012,2,16,9
10/3/12,10,3,2012,4,16,10
10/3/12,10,3,2012,5,16,2
10/4/12,10,4,2012,1,16,11
10/4/12,10,4,2012,2,16,3
10/4/12,10,4,2012,4,16,7
10/7/12,10,7,2012,1,16,7
10/7/12,10,7,2012,2,16,9
10/7/12,10,7,2012,4,16,9
10/8/12,10,8,2012,1,16,10
10/8/12,10,8,2012,2,16,5
10/8/12,10,8,2012,4,16,17
10/8/12,10,8,2012,5,16,2
10/9/12,10,9,2012,1,16,14
10/9/12,10,9,2012,2,16,10
10/9/12,10,9,2012,4,16,6
10/9/12,10,9,2012,5,16,2
10/10/12,10,10,2012,1,16,10
10/10/12,10,10,2012,2,16,10
10/10/12,10,10,2012,4,16,13
10/11/12,10,11,2012,1,16,4
10/11/12,10,11,2012,2,16,4
10/11/12,10,11,2012,4,16,4
10/14/12,10,14,2012,1,16,5
10/14/12,10,14,2012,2,16,8
10/14/12,10,14,2012,4,16,9
10/15/12,10,15,2012,1,16,15
10/15/12,10,15,2012,2,16,5
10/15/12,10,15,2012,4,16,13
10/15/12,10,15,2012,5,16,2
10/16/12,10,16,2012,1,16,13
10/16/12,10,16,2012,2,16,11
10/16/12,10,16,2012,4,16,16
